번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
403,병원,01_01_01_P,6540000,202264500002000003,2022-09-26,,01,영업/정상,1,정상,,,,,0637018000,14163.35,, ,"전북특별자치도 정읍시 서부산업도로 425-12,  1동 (농소동,한국병원)층 (농소동)",,정읍한국병원,2025-10-29 16:52:17,U,2025-10-31 02:40:00,병원,186455.390812866    ,231628.810668278    ,의사,132,96,326,14163.35,,,,,,0,0,,,0,,시도
404,병원,01_01_01_P,3830000,PHMA220223830263021200003,2022-09-26,,01,영업/정상,13,영업중,,,,,031-457-7575,1339.6,,,"경기도 안양시 동안구 경수대로 689, 생기가득 한방병원 2~5층 (호계동)",14078,생기가득한방병원,2025-09-16 15:34:26,U,2025-09-18 02:40:00,한방병원,,,한방병원,24,31,66,1339.6,104 105 109 301 302 303 304 305 306 307 308,"외과, 정형외과, 마취통증의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
405,병원,01_01_01_P,3090000,PHMA220223090033021200003,2022-09-23,,01,영업/정상,13,영업중,,,,,02-991-1075,2544.15,,,"서울특별시 도봉구 덕릉로 215, 3~7층 (창동)",01472,자향한방병원,2025-10-01 14:22:26,U,2025-10-05 02:40:00,한방병원,203151.226589443    ,459468.169735429    ,한방병원,16,38,64,2544.15,122 301 302 303 304 305 306 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
406,병원,01_01_01_P,6470000,202264700002000006,2022-09-20,,01,영업/정상,1,정상,,,,,05318552255,,,경상북도 경산시 사동  559번지 1호 1호,경상북도 경산시 원효로 172-0 (사동),,리암요양병원,2022-09-29 15:24:37,I,2023-07-14 00:18:59,요양병원(일반요양병원),358568.006833698    ,259163.277049379    ,,9,32,108,2598.31,,,,,,0,0,,,0,,시도
407,병원,01_01_01_P,3490000,PHMA220223490019021200002,2022-09-14,,01,영업/정상,13,영업중,,,,,032-752-2891,546.2,,,"인천광역시 중구 하늘중앙로225번길 3-0, 301302호 (중산동,영종M타워)",22402,슈어치과교정과치과병원,2024-10-16 14:33:49,U,2024-10-18 02:40:00,치과병원,160875.136774755    ,442980.922652668    ,치과병원,2,0,0,546.2,412 409 408 407 406 405 404 403,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 통합치의학과",,,,0,0,,,0,,시도
408,병원,01_01_01_P,6280000,202262800002000004,2022-09-14,,01,영업/정상,1,정상,,,,,0327522891,546.2,,인천광역시 중구 중산동  1873번지 1호 영종M타워 1호,"인천광역시 중구 하늘중앙로225번길 3-0, 영종M타워층 301302호 (중산동,영종M타워)",,슈어치과교정과치과병원,2025-10-01 14:05:10,U,2025-10-03 02:40:00,치과병원,160875.136774755    ,442980.922652668    ,치과의사,2,0,0,546.2,,,,,,0,0,,,0,,시군구(위임)
409,병원,01_01_01_P,5080000,PHMA220225080035021200001,2022-09-13,,01,영업/정상,13,영업중,,,,,054-471-1000,5304.14,,,경상북도 구미시 인동36길 89-0 (구평동),39450,구미숲요양병원,2024-08-21 18:48:51,U,2024-08-23 02:40:00,요양병원(일반요양병원),328750.160482338    ,288292.325392255    ,요양병원(일반요양병원),10,28,149,5304.14,307 306 308 305 304 303 302 301 126 125 122 120 116 115 114 110 109 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과, 예방의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시도
410,병원,01_01_01_P,6470000,202264700002000005,2022-09-13,,01,영업/정상,1,정상,,,,,0544711000,5304.14,,경상북도 구미시 구평동  686번지 5호 5호,경상북도 구미시 인동36길 89-0 (구평동),,구미숲요양병원,2024-08-21 15:16:17,U,2024-08-23 02:40:00,요양병원(일반요양병원),328750.160482338    ,288292.325392255    ,의사,10,29,163,5304.14,,,,,,0,0,,,0,,시도
411,병원,01_01_01_P,5310000,PHMA220225310029021200001,2022-09-07,,01,영업/정상,13,영업중,,,,,055-754-9000,7255.2,,,"경상남도 진주시 대신로 120, 한빛요양병원 지하2층 2층-9층층 (상평동)",52812,한빛요양병원,2025-04-08 09:09:39,U,2025-04-10 02:40:00,요양병원(일반요양병원),301822.338818611    ,186330.148865205    ,요양병원(일반요양병원),35,69,299,7255.2,101 102 104 106 110 120 122 301,"내과, 신경과, 외과, 신경외과, 산부인과, 재활의학과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
412,병원,01_01_01_P,5530000,PHMA220225530439021200003,2022-09-07,,01,영업/정상,13,영업중,,,,,031-295-2000,4001.16,,,"경기도 화성시 봉담읍 상리2길 55, 6~8층",18309,행복한방병원,2025-03-26 09:48:02,U,2025-03-29 02:40:00,한방병원,195217.508597465    ,413703.332611066    ,한방병원,9,29,80,4001.16,122 301 302 303 304 305 306 307 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
413,병원,01_01_01_P,3300000,PHMA220223300024021200003,2022-09-02,,01,영업/정상,13,영업중,,,,,051-503-8288,3507.11,,"부산광역시 동래구 온천동 1441-13 3층일부, 7~10층","부산광역시 동래구 충렬대로 152, 3층일부,7~10층 (온천동)",47824,새봄병원,2025-09-30 14:46:57,U,2025-10-02 02:40:00,병원,389032.435200299    ,191467.148178726    ,병원,53,31,115,3507.11,120 104 102 101,"내과, 신경과, 외과, 재활의학과",,,,0,0,,,0,,시군구
414,병원,01_01_01_P,3990000,PHMA220223990309021200001,2022-08-31,,01,영업/정상,13,영업중,,,,,031-523-2266,1690.44,,경기도 남양주시 다산동 6193-1,"경기도 남양주시 경춘로 508-4, 5,6층 516~531,601~631호 (다산동)",12284,엘에스한방병원,2024-09-09 17:15:58,U,2024-09-11 02:40:00,한방병원,214832.630283343    ,456523.319510242    ,한방병원,14,19,60,1690.44,308 307 306 305 304 303 302 301 101,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
415,병원,01_01_01_P,5540000,PHMA220225540016021200001,2022-08-29,,01,영업/정상,13,영업중,,,,,031-761-1075,1836.78,,경기도 광주시 경안동 63-2 디에이치타워,"경기도 광주시 광주대로55번길 21, 디에이치타워 (경안동)",12756,더좋은한방병원,2025-06-19 09:24:41,U,2025-06-21 02:40:00,한방병원,222779.238259188    ,434400.078509893    ,한방병원,17,21,58,1836.78,307 306 303 301 101,"내과, 한방내과, 한방소아과, 한방재활의학과, 사상체질과",,,,0,0,,,0,,시군구
416,병원,01_01_01_P,3460000,PHMA220223460023021200002,2022-08-26,,01,영업/정상,13,영업중,,,,,053-761-1523,2627.72,,,"대구광역시 수성구 동대구로 31, 5-8층 (두산동)",42175,고려에이치한방병원,2025-10-20 09:32:42,U,2025-10-23 02:40:00,한방병원,346577.920880666    ,260451.545783213    ,한방병원,42,34,70,2627.72,101 102 104 105 106 109 111 113 114 115 120 122 301 302 303 304 305 306 307 308,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
417,병원,01_01_01_P,3510500,PHMA220223510513021200001,2022-08-25,,01,영업/정상,13,영업중,,,,,1544-1554,3697.76,,인천광역시 미추홀구 숭의동 342-5,"인천광역시 미추홀구 석정로 21, 4~7층 (숭의동)",22174,저스트병원,2025-07-03 16:41:06,U,2025-07-05 02:40:00,병원,168262.30072729     ,440012.749762569    ,병원,52,23,80,3697.76,126 125 122 120 119 118 116 114 113 111 109 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 예방의학과",,,,0,0,,,0,,시군구
418,병원,01_01_01_P,5530000,PHMA220225530439021200002,2022-08-24,,01,영업/정상,13,영업중,,,,,031-353-3829,938.58,,경기도 화성시 향남읍 하길리 1470-6,"경기도 화성시 향남읍 상신하길로298번길 7-29, 4층 ,502호",18611,다래한방병원,2025-07-04 15:20:11,U,2025-07-06 02:40:00,한방병원,192161.155850123    ,401402.307181188    ,한방병원,12,11,30,938.58,111 301 302 303 304 305 306 307 308,"소아청소년과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
419,병원,01_01_01_P,3400000,PHMA220223400013021200001,2022-08-23,,01,영업/정상,13,영업중,,,,,051-927-7582,1488,,,"부산광역시 기장군 일광읍 해빛6로 85-16, 일광청보리더스 6~9층",46048,일광아동병원,2024-11-08 16:07:47,U,2024-11-10 02:40:00,병원,402463.874023116    ,198527.513713401    ,병원,15,23,40,1488,101 111 113,"내과, 소아청소년과, 이비인후과",,,,0,0,,,0,,시군구
420,병원,01_01_01_P,4010000,PHMA220224010281021200007,2022-08-23,,01,영업/정상,13,영업중,,,,,1522-5211,2325.05,,경기도 시흥시 대야동 650-1,경기도 시흥시 은계중앙로306번길 82(대야동),15120,삼성본어스병원,2025-09-12 13:39:39,U,2025-09-14 02:40:00,병원,181769.094803804    ,438790.736716176    ,병원,27,21,65,2325.05,120 116 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",,,,0,0,,,0,,시군구
421,병원,01_01_01_P,3300000,PHMA220223300024021200002,2022-08-19,,01,영업/정상,13,영업중,,,,,051-501-8288,4292.96,,"부산광역시 동래구 온천동 1250-10 류엔미즈메디컬 지하1, 3~12층","부산광역시 동래구 아시아드대로 213, 류엔미즈메디컬 (온천동)",47851,부산미남병원,2025-09-25 13:43:41,U,2025-09-27 02:40:00,병원,388087.222860839    ,191298.105850637    ,병원,59,22,82,4292.96,116 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구
422,병원,01_01_01_P,3740000,PHMA220223740033021200001,2022-08-19,,01,영업/정상,13,영업중,,,,,031-223-1275,1847.67,,경기도 수원시 팔달구 인계동 1035-5 스마트 타워,"경기도 수원시 팔달구 인계로 120, 스마트 타워 4,5층 (인계동)",16489,태온한방병원,2024-10-09 15:39:47,U,2024-10-11 02:40:00,한방병원,202656.872281219    ,418367.636262667    ,한방병원,14,25,47,1847.67,308 306 301 122 114,"피부과, 가정의학과, 한방내과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
423,병원,01_01_01_P,3450000,PHMA220223450022021200003,2022-08-17,,01,영업/정상,13,영업중,,,,,053-354-5000,1805.55,,,"대구광역시 북구 침산로 142, 2~4층 (침산동)",41560,든든한방병원,2025-09-11 17:46:03,U,2025-09-13 02:40:00,한방병원,343668.47442801     ,266566.909113126    ,한방병원,25,23,54,1805.55,101 103 109 120 122 301 302 303 304 305 306 307 308,"내과, 정신건강의학과, 마취통증의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
424,병원,01_01_01_P,6540000,202264500002000002,2022-08-16,,01,영업/정상,1,정상,,,,,0632887500,2204.03,, ,"전북특별자치도 전주시 덕진구 만성동로 59-0,  3,4,5층 (만성동)층 (만성동)",,메디컬에스(S)한방병원,2024-04-04 09:47:48,U,2024-04-06 02:40:00,한방병원,206989.529871184    ,260155.250032227    ,한의사,16,22,47,2204.03,,,,,,0,0,,,0,,시도
425,병원,01_01_01_P,4641000,PHMA220224640131021200002,2022-08-16,,01,영업/정상,13,영업중,,,,,063-288-7500,2204.03,,,"전북특별자치도 전주시 덕진구 만성동로 59-0 (만성동, 3,4,5층 (만성동))",54868,메디컬에스(S)한방병원,2024-04-07 10:02:57,U,2024-04-09 02:40:00,한방병원,206989.529871184    ,260155.250032227    ,한방병원,16,21,40,2204.03,,,,,,0,0,,,0,,시도
426,병원,01_01_01_P,3830000,PHMA220223830263021200002,2022-08-01,,01,영업/정상,13,영업중,,,,,031-341-3650,2369.42,,경기도 안양시 동안구 비산동 1114 (주)신한방 평촌지구 매장1,"경기도 안양시 동안구 시민대로 199, (주)신한방 평촌지구 매장1 4층, 5층 (비산동)",14047,365매일한방병원,2025-09-16 15:32:31,U,2025-09-18 02:40:00,한방병원,195772.174771787    ,432241.538235591    ,한방병원,18,14,52,2369.42,308 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
427,병원,01_01_01_P,5020000,PHMA220225020055021200002,2022-07-25,,01,영업/정상,13,영업중,,,,,054-278-8575,1677.62,,,"경상북도 포항시 남구 포스코대로 327-0 (상도동,삼광빌딩)",37783,수한방병원,2023-12-27 20:54:09,U,2023-12-29 02:40:00,한방병원,412656.683300826    ,282392.822304301    ,한방병원,0,36,54,1677.62,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시도
428,병원,01_01_01_P,6470000,202264700002000004,2022-07-25,,01,영업/정상,1,정상,,,,,0540000000,1677.62,,경상북도 포항시 남구 상도동  5번지 8호 삼광빌딩 8호,"경상북도 포항시 남구 포스코대로 327-0, 삼광빌딩층 (상도동,삼광빌딩)",,수한방병원,2024-11-11 10:08:30,U,2024-11-13 02:40:00,한방병원,412656.683300826    ,282392.822304301    ,한의사,15,33,56,1677.62,,,,,,0,0,,,0,,시도
429,병원,01_01_01_P,3430000,PHMA220223430019021200001,2022-07-22,,01,영업/정상,13,영업중,,,,,053-353-8888,5100,,대구광역시 서구 비산동 1208-2,"대구광역시 서구 팔달로 152, 7~12층 (비산동)",41715,팔달요양병원,2025-09-23 08:57:49,U,2025-09-25 02:40:00,요양병원(일반요양병원),341387.683893086    ,266531.672766888    ,요양병원(일반요양병원),32,52,241,5100,308 301 122 120 111 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 소아청소년과, 재활의학과, 가정의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구
430,병원,01_01_01_P,4490000,PHMA220224490261021200002,2022-07-19,,01,영업/정상,13,영업중,,,,,041-414-9696,3071.6,,,"충청남도 천안시 서북구 불당23로 73-27, 4층 (불당동)",31156,바를추한방병원,2025-10-27 14:08:27,U,2025-10-29 02:40:00,한방병원,209712.890694003    ,368783.731868105    ,한방병원,16,23,55,3071.6,101 104 301 302 303 306 308,"내과, 외과, 한방내과, 한방부인과, 한방소아과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
431,병원,01_01_01_P,3470000,PHMA220223470022021200003,2022-07-15,,01,영업/정상,13,영업중,,,,,053-636-7777,2885.48,,,"대구광역시 달서구 월배로 195, 웰키즈아동병원 (상인동)",42781,광명한방병원,2025-07-18 22:47:25,U,2025-07-20 02:40:00,한방병원,338660.415829219    ,258703.602342663    ,한방병원,29,40,82,2885.48,101 104 106 109 111 113 120 122 301 302 303 304 305 306 307 308,"내과, 외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
432,병원,01_01_01_P,3410000,PHMA220223410023021200003,2022-07-14,,01,영업/정상,13,영업중,,,,,833-2929,1154,,,"대구광역시 중구 동성로1길 15, 3층 (동성로3가)",41942,리봄한방병원 대구점,2025-10-02 22:06:17,U,2025-10-05 02:40:00,한방병원,343954.167844521    ,264162.324129732    ,한방병원,13,10,30,1154,101 122 301 302 303 304 307 308,"내과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
433,병원,01_01_01_P,3300000,PHMA220223300024021200001,2022-07-06,,01,영업/정상,13,영업중,,,,,051-978-1000,1995,,부산광역시 동래구 안락동 432-1 세원메디칼센터,"부산광역시 동래구 충렬대로359번길 14, 세원메디칼센터 2~6층 (안락동)",47787,동래정한방병원,2025-10-24 13:50:20,U,2025-10-26 02:40:00,한방병원,391044.099407576    ,190834.994062536    ,한방병원,17,21,65,1995,308 307 306 305 304 303 302 301 111,"소아청소년과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
434,병원,01_01_01_P,3740000,PHMA220223740106021200001,2022-06-29,,01,영업/정상,13,영업중,,,,,031-1533-1428,781.6,,,"경기도 수원시 영통구 광교호수공원로 20, 더샵 광교레이크시티 B112호, 138호~145호, 205호~207호 (원천동)",16515,광교365리움치과병원,2023-09-27 17:19:08,U,2023-09-29 02:40:00,치과병원,205289.160317374    ,418886.436433515    ,치과병원,10,0,0,781.6,109 402 403 404 406 407 412,"마취통증의학과, 구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 통합치의학과",,,,0,0,,,0,,시군구
435,병원,01_01_01_P,3210000,PHMA220223210034021200001,2022-06-28,,01,영업/정상,13,영업중,,,,,0262075678,978.5,,서울특별시 서초구 서초동 1302-2 대지스포츠프라자,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",06609,자이비뇨의학과병원,2025-09-03 11:17:36,U,2025-09-06 02:40:00,병원,201856.625065785    ,444502.636699224    ,병원,7,8,30,978.5,115,비뇨의학과,,,,0,0,,,0,,시군구
436,병원,01_01_01_P,3070000,PHMA220223070034021200002,2022-06-27,,01,영업/정상,13,영업중,,,,,02-6953-9856,3534.32,,서울특별시 성북구 정릉동 674-3 그린존,"서울특별시 성북구 솔샘로1길 19, 그린존 1~7층 (정릉동)",02708,플러스요양병원,2025-10-13 09:13:14,U,2025-10-15 02:40:00,요양병원(일반요양병원),200279.459422208    ,456219.797491714    ,요양병원(일반요양병원),31,59,217,3534.32,308 306 305 304 302 301 122 120 115 114 111 110 109 107 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
437,병원,01_01_01_P,3200000,PHMA220223200033021200001,2022-06-27,,01,영업/정상,13,영업중,,,,,02-3281-1075,1839.68,,,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 1층, 7층, 8층 (신림동)",08761,바를정한방병원,2025-07-21 09:59:19,U,2025-07-23 02:40:00,한방병원,192455.883042115    ,442267.149217637    ,한방병원,19,29,65,1839.68,110 301 302 303 304 305 306 307 308,"산부인과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
438,병원,01_01_01_P,6280000,202262800002000003,2022-06-24,,01,영업/정상,1,정상,,,,,03218339903,,,인천광역시 서구 청라동  165번지 12호 지젤엠청라 A동 12호,"인천광역시 서구 청라에메랄드로 99-0, A동 지젤엠청라층 (청라동,지젤엠청라)",,나움병원,2023-04-13 09:59:06,U,2023-05-26 08:48:36,병원,169500              ,447993.88           ,의사,27,32,83,3053.58,,,,,,0,0,,,0,,시군구(위임)
439,병원,01_01_01_P,3560000,PHMA220223560021021200002,2022-06-24,,01,영업/정상,13,영업중,,,,,032-1833-9903,,,인천광역시 서구 청라동 165-12 지젤엠청라,"인천광역시 서구 청라에메랄드로 99, 지젤엠청라 A동 5층 (청라동)",22738,나움병원,2023-04-13 11:29:48,U,2023-04-15 02:40:00,병원,169500              ,447993.88           ,병원,27,29,80,596.43,122 110,"산부인과, 가정의학과",,,,0,0,,,0,,시군구
440,병원,01_01_01_P,3530000,PHMA220223530019021200002,2022-06-22,,01,영업/정상,13,영업중,,,,,032-716-6660,1833.72,,인천광역시 남동구 간석동 895-3,"인천광역시 남동구 석정로 516, M타워 1층 ~ 4층 (간석동)",21504,세찬한방병원,2025-07-16 09:20:07,U,2025-07-19 02:40:00,한방병원,172773.951646631    ,440396.428358229    ,한방병원,23,17,60,1833.72,308 307 306 305 304 303 302 301 105,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
441,병원,01_01_01_P,3540000,PHMA220223540021021200004,2022-06-22,,01,영업/정상,13,영업중,,,,,1533-1017,2626.15,,"인천광역시 부평구 부평동 210-3 7~9층, 10층일부(1001~1005호, 1007~1008호)","인천광역시 부평구 부평문화로 87, 7~9층 10층 일부(1001~1005, 1007~1008)호 (부평동)",21393,연세백퍼센트병원,2025-10-17 09:29:24,U,2025-10-19 02:40:00,병원,175699.54264801     ,443623.175844105    ,병원,47,20,66,2626.15,113 122 116 104 105 106 111 101 120 119 109,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
442,병원,01_01_01_P,3540000,PHMA220223540021021200003,2022-06-22,,01,영업/정상,13,영업중,,,,,032-330-2011,1810.44,,,"인천광역시 부평구 길주로 651, 3~5층 (삼산동)",21344,이강한방병원,2025-10-31 09:17:58,U,2025-11-02 02:40:00,한방병원,176505.588568025    ,445029.730020484    ,한방병원,24,18,51,1810.44,109 302 306 308,"마취통증의학과, 한방부인과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
443,병원,01_01_01_P,3740000,PHMA220223740031021200001,2022-06-21,,01,영업/정상,13,영업중,,,,,031-258-1000,,,,"경기도 수원시 장안구 경수대로 969, 1,4,5,6층 (송죽동)",16304,경희수원한방병원,2022-11-29 13:56:32,U,2023-05-26 08:48:36,한방병원,200348.787915077    ,422438.391059043    ,한방병원,16,25,50,1488.96,120 301 302 303 304 305 306 308,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
444,병원,01_01_01_P,3340000,PHMA220223340025021200002,2022-06-17,,01,영업/정상,13,영업중,,,,,051-961-1000,2281.58,,부산광역시 사하구 괴정동 950-2 괴정어반푸르지오,"부산광역시 사하구 사하로 189, 1층(일부),2~4층 (괴정동, 괴정어반푸르지오)",49381,더탄탄병원,2025-10-20 11:23:33,U,2025-10-23 02:40:00,병원,381700.901583542    ,179527.764746144    ,병원,49,20,63,2281.58,101 105 106 116,"내과, 정형외과, 신경외과, 영상의학과",,,,0,0,,,0,,시군구
445,병원,01_01_01_P,4490000,PHMA220224490261021200001,2022-06-14,,01,영업/정상,13,영업중,,,,,041-564-8271,1541.68,,,"충청남도 천안시 서북구 원두정3길 37, 4층,5층 (두정동)",31107,천안성심요양병원,2025-09-26 08:54:06,U,2025-09-28 02:40:00,요양병원(일반요양병원),212170.713323326    ,370236.835964309    ,요양병원(일반요양병원),9,23,105,1541.68,301 122 120 115 114 113 112 110 109 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 안과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
446,병원,01_01_01_P,6470000,202264700002000003,2022-06-10,,01,영업/정상,1,정상,,,,,0543357953,4877.65,,경상북도 영천시 오수동  115번지 0호 0호,경상북도 영천시 오수1길 21-0 (오수동),,의료법인 현보의료재단 해오름요양병원,2023-11-27 14:50:22,U,2023-11-29 02:40:00,요양병원(일반요양병원),372613.196943974    ,274852.86380533     ,,21,44,202,4877.65,,,,,,0,0,,,0,,시도
447,병원,01_01_01_P,4050000,PHMA220224050147021200003,2022-06-10,,01,영업/정상,13,영업중,,,,,031-336-1070,1886.32,,경기도 용인시 처인구 김량장동 254-126 4~7층,"경기도 용인시 처인구 금령로71번길 3, 4~7층 (김량장동)",17052,용인한방병원,2025-09-01 15:52:44,U,2025-09-03 02:40:00,한방병원,218015.128308156    ,414833.321518886    ,한방병원,17,14,43,1886.32,308 306 305 304 303 302 301 120,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
448,병원,01_01_01_P,5100000,PHMA220225100028021200001,2022-06-10,,01,영업/정상,13,영업중,,,,,054335-7953,4877.65,,경상북도 영천시 오수동 115,경상북도 영천시 오수1길 21 (오수동),38840,의료법인 현보의료재단 해오름요양병원,2024-07-17 14:10:33,U,2024-07-19 02:40:00,요양병원(일반요양병원),372613.196943974    ,274852.86380533     ,요양병원(일반요양병원),1,43,196,4877.65,301 122 110 101,"내과, 산부인과, 가정의학과, 한방내과",,,,0,0,,,0,,시도
449,병원,01_01_01_P,4090000,PHMA220224090023021200002,2022-06-09,,01,영업/정상,13,영업중,,,,,031-8049-7650,6193.01,,,"경기도 김포시 통진읍 흥신로 320-10, 아너스힐병원",10035,아너스힐병원,2025-09-26 09:18:26,U,2025-09-28 02:40:00,병원,165408.796992948    ,464676.970996859    ,병원,40,54,177,6193.01,308 122 120 104 102 101,"내과, 신경과, 외과, 재활의학과, 가정의학과, 침구과",,,,0,0,,,0,,시군구
450,병원,01_01_01_P,6460000,202264600002000002,2022-06-09,,01,영업/정상,1,정상,,,,,0618083008,0,,전라남도 여수시 관문동  979번지 1호 1호,전라남도 여수시 동문로 75-0 (관문동),,메디포레한방병원,2025-08-13 14:37:24,U,2025-08-15 02:40:00,한방병원,267762.154565899    ,138596.748437572    ,한의사,5,36,86,0,,,,,,0,0,,,0,,시군구(위임)
451,병원,01_01_01_P,4810000,PHMA220224810029021200002,2022-06-09,,01,영업/정상,13,영업중,,,,,061808-3008,0,,,전라남도 여수시 동문로 75-0 (관문동),59730,메디포레한방병원,2025-08-12 16:25:51,U,2025-08-15 02:40:00,한방병원,267762.154565899    ,138596.748437572    ,한방병원,5,35,76,0,,,,,,0,0,,,0,,시도
